path	emotion	split	dataset	augmentation	language
../Datasets/custom_db/subesco/train/disgust_2938.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4234.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2821.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3599.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2175.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2955.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3014.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4507.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2098.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4754.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4502.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1081.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1842.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3662.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4115.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_942.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5579.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1956.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_742.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2101.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4025.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5141.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6214.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5722.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2415.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_385.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1020.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5025.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1959.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2495.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6788.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5659.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4370.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_5417.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_838.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1827.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_392.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6092.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4077.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3057.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5932.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5327.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3183.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4860.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2640.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4662.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1549.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2896.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1459.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1487.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6337.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4648.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1577.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6808.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2721.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5563.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_932.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_5958.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2425.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_6992.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4894.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2732.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2297.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6175.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_288.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5475.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3783.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2569.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3592.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2877.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2863.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_397.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6976.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4399.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2453.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2978.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_728.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4212.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2776.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6334.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3869.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6491.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6633.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3506.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5931.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2513.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5445.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4050.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5207.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5118.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5134.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_4337.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1466.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_405.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2213.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2150.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1762.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5313.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2536.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6027.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5251.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_1374.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5203.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6003.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4708.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_46.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3251.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4856.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1916.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_108.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2647.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2713.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_279.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_6528.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2916.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4361.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2291.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_671.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6417.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3286.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3479.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6439.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1461.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1195.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4518.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_411.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3883.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5870.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_751.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3866.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3225.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_202.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1654.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1872.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4656.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5377.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5929.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3894.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3361.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3235.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4795.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_62.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_588.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_475.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1918.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6963.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6956.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_3158.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1732.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_5704.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6988.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3510.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1749.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3653.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_626.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_5044.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2670.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2741.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3516.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5861.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_812.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3039.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5117.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1594.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_177.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_543.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2686.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_4871.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3470.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_6524.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5462.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_5483.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6199.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6725.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_152.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5463.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_6056.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_4588.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3738.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1776.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_71.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6861.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3103.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5100.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_90.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5072.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1314.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4321.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4386.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_1110.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_6647.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2397.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1044.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6373.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2996.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6198.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_5795.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3951.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3252.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_5649.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_2963.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4885.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5302.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1000.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_224.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2294.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3322.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3064.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2995.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_559.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3439.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2809.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2317.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1798.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2330.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_982.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5689.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_6995.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1246.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3263.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2119.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_335.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6084.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_5265.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1446.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_80.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2234.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_3907.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_4764.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_3058.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1043.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5290.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_901.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_3097.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_2241.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3708.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_1149.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_297.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_4530.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_372.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3004.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_5495.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4207.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5975.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4109.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_3698.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_1719.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_971.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2211.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_3749.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_105.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_4967.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_633.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3457.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_5421.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_444.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_975.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_2731.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_3027.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3570.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_5367.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2690.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1200.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_1284.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6050.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4647.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_4552.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_2623.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_1860.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_3571.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_2471.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/neutral_820.wav	neutral	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_2975.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/surprise_6456.wav	surprise	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1568.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/happy_6136.wav	happy	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_4265.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_1267.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/angry_6714.wav	angry	train	subesco	none	bn
../Datasets/custom_db/subesco/train/sad_2152.wav	sad	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_3393.wav	fear	train	subesco	none	bn
../Datasets/custom_db/subesco/train/disgust_5205.wav	disgust	train	subesco	none	bn
../Datasets/custom_db/subesco/train/fear_1393.wav	fear	train	subesco	none	bn
